geo,new_time_period,obs_value,key1
PT,2010-Q2,108.87,PT2010-Q2
PT,2010-Q3,109.38,PT2010-Q3
PT,2010-Q4,109.84,PT2010-Q4
PT,2011-Q1,111.24,PT2011-Q1
PT,2011-Q2,112.89,PT2011-Q2
PT,2011-Q3,112.76,PT2011-Q3
PT,2011-Q4,114.01,PT2011-Q4
PT,2012-Q1,114.96,PT2012-Q1
PT,2012-Q2,116.02,PT2012-Q2
PT,2012-Q3,116.09,PT2012-Q3
PT,2012-Q4,116.34,PT2012-Q4
PT,2013-Q1,115.46,PT2013-Q1
PT,2013-Q2,117.0,PT2013-Q2
PT,2013-Q3,116.57,PT2013-Q3
PT,2013-Q4,116.43,PT2013-Q4
PT,2014-Q1,115.3,PT2014-Q1
PT,2014-Q2,116.75,PT2014-Q2
PT,2014-Q3,116.26,PT2014-Q3
PT,2014-Q4,116.41,PT2014-Q4
PT,2015-Q1,115.29,PT2015-Q1
PT,2015-Q2,117.6,PT2015-Q2
PT,2015-Q3,117.14,PT2015-Q3
PT,2015-Q4,117.03,PT2015-Q4
PT,2016-Q1,115.81,PT2016-Q1
PT,2016-Q2,118.23,PT2016-Q2
PT,2016-Q3,118.01,PT2016-Q3
PT,2016-Q4,117.99,PT2016-Q4
PT,2017-Q1,117.45,PT2017-Q1
PT,2017-Q2,120.26,PT2017-Q2
PT,2017-Q3,119.56,PT2017-Q3
PT,2017-Q4,120.09,PT2017-Q4
PT,2018-Q1,118.46,PT2018-Q1
PT,2018-Q2,121.75,PT2018-Q2
PT,2018-Q3,121.69,PT2018-Q3
PT,2018-Q4,121.03,PT2018-Q4
PT,2019-Q1,119.38,PT2019-Q1
PT,2019-Q2,122.51,PT2019-Q2
PT,2019-Q3,121.27,PT2019-Q3
PT,2019-Q4,121.22,PT2019-Q4
PT,2020-Q1,119.97,PT2020-Q1
PT,2020-Q2,122.28,PT2020-Q2
PT,2020-Q3,120.82,PT2020-Q3
PT,2020-Q4,120.71,PT2020-Q4
PT,2021-Q1,120.2,PT2021-Q1
PT,2021-Q2,122.2,PT2021-Q2
PT,2021-Q3,122.31,PT2021-Q3
PT,2021-Q4,123.63,PT2021-Q4
PT,2022-Q1,125.52,PT2022-Q1
PT,2022-Q2,132.18,PT2022-Q2
PT,2022-Q3,133.96,PT2022-Q3
PT,2022-Q4,136.24,PT2022-Q4
PT,2023-Q1,136.06,PT2023-Q1
PT,2023-Q2,139.66,PT2023-Q2
PT,2023-Q3,140.41,PT2023-Q3
PT,2023-Q4,139.57,PT2023-Q4
RO,2010-Q1,131.92,RO2010-Q1
RO,2010-Q2,132.8,RO2010-Q2
RO,2010-Q3,136.91,RO2010-Q3
RO,2010-Q4,139.02,RO2010-Q4
RO,2011-Q1,141.86,RO2011-Q1
RO,2011-Q2,143.82,RO2011-Q2
RO,2011-Q3,142.7,RO2011-Q3
RO,2011-Q4,143.77,RO2011-Q4
RO,2012-Q1,145.66,RO2012-Q1
RO,2012-Q2,146.77,RO2012-Q2
RO,2012-Q3,148.63,RO2012-Q3
RO,2012-Q4,150.47,RO2012-Q4
RO,2013-Q1,152.65,RO2013-Q1
RO,2013-Q2,153.25,RO2013-Q2
RO,2013-Q3,152.16,RO2013-Q3
RO,2013-Q4,152.35,RO2013-Q4
RO,2014-Q1,154.57,RO2014-Q1
RO,2014-Q2,155.21,RO2014-Q2
RO,2014-Q3,154.52,RO2014-Q3
RO,2014-Q4,154.55,RO2014-Q4
RO,2015-Q1,155.41,RO2015-Q1
RO,2015-Q2,155.76,RO2015-Q2
RO,2015-Q3,152.15,RO2015-Q3
RO,2015-Q4,152.98,RO2015-Q4
RO,2016-Q1,152.27,RO2016-Q1
RO,2016-Q2,152.49,RO2016-Q2
RO,2016-Q3,152.06,RO2016-Q3
RO,2016-Q4,152.86,RO2016-Q4
RO,2017-Q1,152.9,RO2017-Q1
RO,2017-Q2,153.43,RO2017-Q2
RO,2017-Q3,153.5,RO2017-Q3
RO,2017-Q4,156.49,RO2017-Q4
RO,2018-Q1,158.59,RO2018-Q1
RO,2018-Q2,160.39,RO2018-Q2
RO,2018-Q3,160.53,RO2018-Q3
RO,2018-Q4,161.92,RO2018-Q4
RO,2019-Q1,164.64,RO2019-Q1
RO,2019-Q2,167.21,RO2019-Q2
RO,2019-Q3,166.79,RO2019-Q3
RO,2019-Q4,167.88,RO2019-Q4
RO,2020-Q1,169.8,RO2020-Q1
RO,2020-Q2,170.67,RO2020-Q2
RO,2020-Q3,170.72,RO2020-Q3
RO,2020-Q4,170.86,RO2020-Q4
RO,2021-Q1,173.73,RO2021-Q1
RO,2021-Q2,175.99,RO2021-Q2
RO,2021-Q3,178.11,RO2021-Q3
RO,2021-Q4,182.2,RO2021-Q4
RO,2022-Q1,188.05,RO2022-Q1
RO,2022-Q2,197.78,RO2022-Q2
RO,2022-Q3,201.74,RO2022-Q3
RO,2022-Q4,207.82,RO2022-Q4
RO,2023-Q1,212.47,RO2023-Q1
RO,2023-Q2,217.06,RO2023-Q2
RO,2023-Q3,220.16,RO2023-Q3
RO,2023-Q4,223.22,RO2023-Q4
SE,2010-Q1,110.31,SE2010-Q1
SE,2010-Q2,110.68,SE2010-Q2
SE,2010-Q3,110.44,SE2010-Q3
SE,2010-Q4,111.75,SE2010-Q4
SE,2011-Q1,111.78,SE2011-Q1
SE,2011-Q2,112.53,SE2011-Q2
SE,2011-Q3,112.21,SE2011-Q3
SE,2011-Q4,112.72,SE2011-Q4
SE,2012-Q1,112.82,SE2012-Q1
SE,2012-Q2,113.58,SE2012-Q2
SE,2012-Q3,113.19,SE2012-Q3
SE,2012-Q4,113.84,SE2012-Q4
SE,2013-Q1,113.45,SE2013-Q1
SE,2013-Q2,113.88,SE2013-Q2
SE,2013-Q3,113.97,SE2013-Q3
SE,2013-Q4,114.15,SE2013-Q4
SE,2014-Q1,113.42,SE2014-Q1
SE,2014-Q2,114.24,SE2014-Q2
SE,2014-Q3,114.22,SE2014-Q3
SE,2014-Q4,114.5,SE2014-Q4
SE,2015-Q1,114.09,SE2015-Q1
SE,2015-Q2,114.93,SE2015-Q2
SE,2015-Q3,115.1,SE2015-Q3
SE,2015-Q4,115.46,SE2015-Q4
SE,2016-Q1,115.33,SE2016-Q1
SE,2016-Q2,116.09,SE2016-Q2
SE,2016-Q3,116.31,SE2016-Q3
SE,2016-Q4,117.08,SE2016-Q4
SE,2017-Q1,117.19,SE2017-Q1
SE,2017-Q2,118.24,SE2017-Q2
SE,2017-Q3,118.91,SE2017-Q3
SE,2017-Q4,119.14,SE2017-Q4
SE,2018-Q1,119.22,SE2018-Q1
SE,2018-Q2,120.58,SE2018-Q2
SE,2018-Q3,121.56,SE2018-Q3
SE,2018-Q4,121.77,SE2018-Q4
SE,2019-Q1,121.45,SE2019-Q1
SE,2019-Q2,122.89,SE2019-Q2
SE,2019-Q3,123.24,SE2019-Q3
SE,2019-Q4,123.85,SE2019-Q4
SE,2020-Q1,122.9,SE2020-Q1
SE,2020-Q2,123.23,SE2020-Q2
SE,2020-Q3,124.17,SE2020-Q3
SE,2020-Q4,124.35,SE2020-Q4
SE,2021-Q1,125.26,SE2021-Q1
SE,2021-Q2,126.08,SE2021-Q2
SE,2021-Q3,127.23,SE2021-Q3
SE,2021-Q4,129.22,SE2021-Q4
SE,2022-Q1,131.38,SE2022-Q1
SE,2022-Q2,135.74,SE2022-Q2
SE,2022-Q3,139.13,SE2022-Q3
SE,2022-Q4,142.46,SE2022-Q4
SE,2023-Q1,143.38,SE2023-Q1
SE,2023-Q2,145.12,SE2023-Q2
SE,2023-Q3,145.85,SE2023-Q3
SE,2023-Q4,146.76,SE2023-Q4
SI,2010-Q1,113.87,SI2010-Q1
SI,2010-Q2,116.44,SI2010-Q2
SI,2010-Q3,115.99,SI2010-Q3
SI,2010-Q4,116.15,SI2010-Q4
SI,2011-Q1,116.42,SI2011-Q1
SI,2011-Q2,118.75,SI2011-Q2
SI,2011-Q3,117.74,SI2011-Q3
SI,2011-Q4,119.16,SI2011-Q4
SI,2012-Q1,119.33,SI2012-Q1
SI,2012-Q2,121.77,SI2012-Q2
SI,2012-Q3,121.44,SI2012-Q3
SI,2012-Q4,122.78,SI2012-Q4
SI,2013-Q1,122.51,SI2013-Q1
SI,2013-Q2,123.97,SI2013-Q2
SI,2013-Q3,124.09,SI2013-Q3
SI,2013-Q4,124.12,SI2013-Q4
SI,2014-Q1,123.21,SI2014-Q1
SI,2014-Q2,125.0,SI2014-Q2
SI,2014-Q3,124.17,SI2014-Q3
SI,2014-Q4,124.12,SI2014-Q4
SI,2015-Q1,122.53,SI2015-Q1
SI,2015-Q2,123.94,SI2015-Q2
SI,2015-Q3,123.22,SI2015-Q3
SI,2015-Q4,123.02,SI2015-Q4
SI,2016-Q1,121.47,SI2016-Q1
SI,2016-Q2,123.45,SI2016-Q2
SI,2016-Q3,123.2,SI2016-Q3
SI,2016-Q4,123.83,SI2016-Q4
SI,2017-Q1,123.9,SI2017-Q1
SI,2017-Q2,125.15,SI2017-Q2
SI,2017-Q3,124.82,SI2017-Q3
SI,2017-Q4,125.73,SI2017-Q4
SI,2018-Q1,125.8,SI2018-Q1
SI,2018-Q2,127.83,SI2018-Q2
SI,2018-Q3,127.45,SI2018-Q3
SI,2018-Q4,128.19,SI2018-Q4
SI,2019-Q1,127.49,SI2019-Q1
SI,2019-Q2,130.07,SI2019-Q2
SI,2019-Q3,130.08,SI2019-Q3
SI,2019-Q4,130.25,SI2019-Q4
SI,2020-Q1,129.59,SI2020-Q1
SI,2020-Q2,128.54,SI2020-Q2
SI,2020-Q3,129.3,SI2020-Q3
SI,2020-Q4,129.02,SI2020-Q4
SI,2021-Q1,128.78,SI2021-Q1
SI,2021-Q2,131.19,SI2021-Q2
SI,2021-Q3,132.22,SI2021-Q3
SI,2021-Q4,134.86,SI2021-Q4
SI,2022-Q1,136.94,SI2022-Q1
SI,2022-Q2,142.95,SI2022-Q2
SI,2022-Q3,147.12,SI2022-Q3
SI,2022-Q4,149.17,SI2022-Q4
SI,2023-Q1,150.51,SI2023-Q1
SI,2023-Q2,154.31,SI2023-Q2
SI,2023-Q3,156.36,SI2023-Q3
SI,2023-Q4,156.57,SI2023-Q4
SK,2010-Q1,111.69,SK2010-Q1
SK,2010-Q2,112.23,SK2010-Q2
SK,2010-Q3,112.32,SK2010-Q3
SK,2010-Q4,112.61,SK2010-Q4
SK,2011-Q1,115.6,SK2011-Q1
SK,2011-Q2,116.8,SK2011-Q2
SK,2011-Q3,116.9,SK2011-Q3
SK,2011-Q4,117.84,SK2011-Q4
SK,2012-Q1,120.21,SK2012-Q1
SK,2012-Q2,121.01,SK2012-Q2
SK,2012-Q3,121.33,SK2012-Q3
SK,2012-Q4,122.09,SK2012-Q4
SK,2013-Q1,122.89,SK2013-Q1
SK,2013-Q2,123.1,SK2013-Q2
SK,2013-Q3,123.01,SK2013-Q3
SK,2013-Q4,122.73,SK2013-Q4
SK,2014-Q1,122.76,SK2014-Q1
SK,2014-Q2,122.97,SK2014-Q2
SK,2014-Q3,122.84,SK2014-Q3
SK,2014-Q4,122.67,SK2014-Q4
SK,2015-Q1,122.15,SK2015-Q1
SK,2015-Q2,122.84,SK2015-Q2
SK,2015-Q3,122.45,SK2015-Q3
SK,2015-Q4,122.1,SK2015-Q4
SK,2016-Q1,121.57,SK2016-Q1
SK,2016-Q2,122.07,SK2016-Q2
SK,2016-Q3,121.56,SK2016-Q3
SK,2016-Q4,121.98,SK2016-Q4
SK,2017-Q1,122.79,SK2017-Q1
SK,2017-Q2,123.28,SK2017-Q2
SK,2017-Q3,123.53,SK2017-Q3
SK,2017-Q4,124.36,SK2017-Q4
SK,2018-Q1,125.77,SK2018-Q1
SK,2018-Q2,126.81,SK2018-Q2
SK,2018-Q3,126.91,SK2018-Q3
SK,2018-Q4,126.98,SK2018-Q4
SK,2019-Q1,128.8,SK2019-Q1
SK,2019-Q2,130.09,SK2019-Q2
SK,2019-Q3,130.74,SK2019-Q3
SK,2019-Q4,130.87,SK2019-Q4
SK,2020-Q1,132.56,SK2020-Q1
SK,2020-Q2,132.7,SK2020-Q2
SK,2020-Q3,132.75,SK2020-Q3
SK,2020-Q4,132.98,SK2020-Q4
SK,2021-Q1,133.91,SK2021-Q1
SK,2021-Q2,135.47,SK2021-Q2
SK,2021-Q3,137.27,SK2021-Q3
SK,2021-Q4,139.32,SK2021-Q4
SK,2022-Q1,145.3,SK2022-Q1
SK,2022-Q2,151.39,SK2022-Q2
SK,2022-Q3,155.47,SK2022-Q3
SK,2022-Q4,160.01,SK2022-Q4
SK,2023-Q1,167.24,SK2023-Q1
SK,2023-Q2,170.37,SK2023-Q2
SK,2023-Q3,170.47,SK2023-Q3
SK,2023-Q4,171.34,SK2023-Q4
